timestamp,sample_duration,num_reads,read_cycles,num_writes,write_cycles,num_flushes,flush_cycles,read_cycles_samples,write_cycles_samples,flush_cycles_samples,bytes_read,bytes_written,retired_rw,retired_movnti,retired_movntq,retired_movntqd,retired_movntps,retired_mfence,retired_sfence,retired_lfence,wpq_inserts,rpq_inserts,wpq_occupancy,rpq_occupancy,dram_rpq_inserts,dram_rpq_occupancy,unc_ticks,total_read_write,retired_all_stores,l3_misses_local_pmm,l3_misses_remote_pmm,any_scoop_pmm,any_scoop_l3_miss_dram,total_addr_distance
595234066,2501711,17091,2363,272132,28212,114,0,65,1065,0,135783,2175864,17251,0,271972,0,0,0,0,0,34086,3304,3803557,0,0,0,2995123,512819797,0,2623,0,484169,78282563,109
602187407,2500825,0,0,296704,33086,0,0,0,1159,0,0,296704,296704,0,0,0,0,0,0,0,4586,4640,557250,0,0,0,2993427,515756749,0,2665,0,498607,79257783,15
607189552,2500429,0,0,295680,33882,0,0,0,1155,0,0,295680,295680,0,0,0,0,0,0,0,4607,4618,522688,0,0,0,2993550,516498893,0,2665,0,509306,79951056,14
612191099,2500068,0,0,300288,32290,0,0,0,1173,0,0,300288,300288,0,0,0,0,0,0,0,4639,4702,548800,0,0,0,2993133,517395661,0,2665,0,519618,80640835,13
617191709,2500570,0,0,302592,39795,0,0,0,1182,0,0,632320,255488,0,47104,0,0,0,0,0,9877,4001,1123851,0,0,0,2993578,518425037,0,2665,0,529834,81341861,16
622193127,2500969,0,0,305408,33739,0,0,0,1193,0,0,305408,305408,0,0,0,0,0,0,0,4701,4776,545562,0,0,0,2993750,519135437,0,2665,0,540956,82052141,11
627195961,2501335,0,0,304640,35076,0,0,0,1190,0,0,304640,304640,0,0,0,0,0,0,0,4713,4789,545726,0,0,0,2994406,519842253,0,2665,0,552036,82760366,14
632197009,2500547,0,0,304640,32554,0,0,0,1190,0,0,365568,295936,0,8704,0,0,0,0,0,5735,4648,644072,0,0,0,2993644,520613325,0,2665,0,562963,83471756,17
637200293,2502177,0,0,302592,35716,0,0,0,1182,0,0,302592,302592,0,0,0,0,0,0,0,4701,4759,536756,0,0,0,2995626,521320397,0,2665,0,574053,84179948,17
642201648,2501291,0,0,308992,35156,0,0,0,1207,0,0,308992,308992,0,0,0,0,0,0,0,4726,4868,534028,0,0,0,2994223,522199757,0,2665,0,584707,84885084,20
